iter	RMSE
367	0.3399479836
368	0.3397319861
369	0.3391600354
370	0.3379106196
371	0.3377142695
372	0.3374932664
373	0.3372863808
374	0.3364795093
375	0.3350339826
376	0.3346999513
377	0.3332946865
378	0.3330804479
379	0.3329126036
380	0.3325975612
381	0.3324400969
382	0.3315169134
383	0.3313501955
384	0.3311911178
385	0.3301081834
386	0.3285457877
387	0.3283608547
388	0.3282153838
389	0.3279351987
390	0.3275193007
391	0.3270517549
392	0.3266562238
393	0.3253681922
394	0.3244141048
395	0.3242695592
396	0.3241201636
397	0.3239840744
398	0.3235570706
399	0.323426395
400	0.3230151359
401	0.3214433611
402	0.321321365
403	0.3199929338
404	0.3185966219
405	0.3175616485
406	0.3172403661
407	0.3157513077
408	0.3142349474
409	0.3141169603
410	0.3134124601
411	0.3132722619
412	0.3131584595
413	0.3122725398
414	0.3121621063
415	0.3107604491
416	0.3105408188
417	0.3102685556
418	0.3098817432
419	0.3097427483
420	0.3082740491
421	0.3072667154
422	0.3071657661
423	0.3061762988
424	0.3042784154
425	0.3026961886
426	0.3013947885
427	0.3000750087
428	0.2988550044
429	0.2977346448
430	0.2976357236
431	0.2964214253
432	0.2962919999
433	0.2949430875
434	0.294131057
435	0.2940357594
436	0.2939334315
437	0.2933464245
438	0.2927002596
439	0.2920386458
440	0.291745539
441	0.2904948086
442	0.2902224333
443	0.2887886038
444	0.2884553059
445	0.2874053018
446	0.286112227
447	0.2847375776
448	0.2840263118
449	0.2835847558
450	0.2823074136
451	0.2814961016
452	0.2814032628
453	0.2806744947
454	0.279479194
455	0.2783325051
456	0.2768896596
457	0.2767985988
458	0.2765386817
459	0.2757470245
460	0.2745876757
461	0.27346162
462	0.2728351871
463	0.2719401967
464	0.2710761881
465	0.2699062737
466	0.2687625558
467	0.2686830882
468	0.2677128723
469	0.2664108957
470	0.2659171606
471	0.2653133223
472	0.2647156619
473	0.2634784946
474	0.2628563478
475	0.2627683996
476	0.2619292433
477	0.2608891599
478	0.2602856904
479	0.2592158918
480	0.2580276111
481	0.2574736998
482	0.2564397383
483	0.2554134442
484	0.2543267053
485	0.2536258896
486	0.2525252036
487	0.2518209217
488	0.250787457
489	0.2494593297
490	0.2488714558
491	0.2484394981
492	0.2472080281
493	0.246809649
494	0.2454943234
495	0.2442478768
496	0.2433187039
497	0.2423755554
498	0.2415722724
499	0.2407065222
